Datum (MEZ),Nicht Erneuerbar,Erneuerbar,Day Ahead Auktion (DE-LU)
,Leistung (MW),Leistung (MW),"Preis (EUR/MWh, EUR/tCO2)"
2025-01-19T06:00+01:00,27277.52589,11031.81305,121.57
2025-01-19T07:00+01:00,27931.97638,11500.24495,123.33
2025-01-19T08:00+01:00,27960.04048,13115.43768,123.6
2025-01-19T09:00+01:00,27882.89287,19317.98902,125.16
2025-01-19T10:00+01:00,26704.353,26994.27083,125.19
2025-01-19T11:00+01:00,26439.07139,31811.03279,121.56
2025-01-19T12:00+01:00,26350.1029,32673.86401,112.25
2025-01-19T13:00+01:00,26646.83976,30037.19893,107.51
2025-01-19T14:00+01:00,27758.47824,24577.90948,116.81
2025-01-19T15:00+01:00,30134.72342,17651.52051,126.29
2025-01-19T16:00+01:00,31999.38769,13537.97727,140.15
2025-01-19T17:00+01:00,33165.65357,14602.44502,149.67
2025-01-19T18:00+01:00,33523.02415,15554.98345,159.04
2025-01-19T19:00+01:00,33934.86312,15624.69002,156.6
2025-01-19T20:00+01:00,34058.59655,15232.49505,149.06
2025-01-19T21:00+01:00,33509.22213,14680.29727,139.26
2025-01-19T22:00+01:00,33314.52562,14264.04868,130.99
2025-01-19T23:00+01:00,32425.20822,14212.50631,122.94
2025-01-20T00:00+01:00,30425.70316,13713.33867,122.27
2025-01-20T01:00+01:00,30210.71527,13292.80197,119.44
2025-01-20T02:00+01:00,30152.99705,12758.66199,116.56
2025-01-20T03:00+01:00,29981.60167,12420.26475,114.41
2025-01-20T04:00+01:00,30358.67615,12212.5378,115.45
2025-01-20T05:00+01:00,31673.13978,12149.32201,127.54
2025-01-20T06:00+01:00,35275.61533,12465.55839,161.71
2025-01-20T07:00+01:00,36923.80676,12484.97036,276.48
2025-01-20T08:00+01:00,37553.2623,13674.91902,431.99
2025-01-20T09:00+01:00,37265.77505,17455.96323,291.7
2025-01-20T10:00+01:00,36436.18712,21767.18588,236.29
2025-01-20T11:00+01:00,36205.29127,24545.94077,187.48
2025-01-20T12:00+01:00,36198.59026,24732.08905,176
2025-01-20T13:00+01:00,36389.67857,22257.37047,171.39
2025-01-20T14:00+01:00,36695.39455,18189.97886,191.85
2025-01-20T15:00+01:00,37070.6336,14091.90986,277.17
2025-01-20T16:00+01:00,37874.11885,11551.18253,402.12
2025-01-20T17:00+01:00,38358.02309,12022.82059,583.4
2025-01-20T18:00+01:00,38310.76745,11934.06339,473.28
2025-01-20T19:00+01:00,37952.67036,12479.59768,295.57
2025-01-20T20:00+01:00,37053.33517,13601.2611,220
2025-01-20T21:00+01:00,35727.02846,14077.71289,170
2025-01-20T22:00+01:00,34828.85595,14422.93173,152.51
2025-01-20T23:00+01:00,34877.27379,14733.06877,137.98
2025-01-21T00:00+01:00,35457.57137,14261.09,127.52
2025-01-21T01:00+01:00,35172.17235,14454.35218,121.65
2025-01-21T02:00+01:00,35064.53598,14257.83748,116.67
2025-01-21T03:00+01:00,34835.74969,14136.09079,113.86
2025-01-21T04:00+01:00,35101.42533,14032.4568,113.54
2025-01-21T05:00+01:00,35514.22648,14245.16157,122.34
2025-01-21T06:00+01:00,36847.12057,14534.17194,142.2
2025-01-21T07:00+01:00,38413.34919,15165.89226,190.06
2025-01-21T08:00+01:00,38908.53298,16024.88215,248.32
2025-01-21T09:00+01:00,38708.28616,19460.83215,211.68
2025-01-21T10:00+01:00,37993.03395,23658.08978,198.05
2025-01-21T11:00+01:00,37272.04708,27198.40795,161.5
2025-01-21T12:00+01:00,37584.97303,28258.5557,147.44
2025-01-21T13:00+01:00,37444.8077,27044.08583,142.83
2025-01-21T14:00+01:00,37626.46531,23338.49182,150.05
2025-01-21T15:00+01:00,38624.01112,17850.8567,173.43
2025-01-21T16:00+01:00,39575.1337,13593.40255,212.13
2025-01-21T17:00+01:00,40077.71124,13515.04787,301.15
2025-01-21T18:00+01:00,40442.59562,13711.25206,251.93
2025-01-21T19:00+01:00,39954.51445,14191.67716,202.68
2025-01-21T20:00+01:00,39120.59114,14857.85431,174.84
2025-01-21T21:00+01:00,36923.50591,14812.57974,155.19
2025-01-21T22:00+01:00,36242.65163,14206.80365,138.6
2025-01-21T23:00+01:00,35650.70862,13752.44853,125.29
2025-01-22T00:00+01:00,35309.62205,13448.55051,128
2025-01-22T01:00+01:00,35018.83743,12854.23412,125.06
2025-01-22T02:00+01:00,35016.71885,12786.81397,122.22
2025-01-22T03:00+01:00,35083.68667,12981.64738,121.66
2025-01-22T04:00+01:00,35186.22267,13398.54277,123.16
2025-01-22T05:00+01:00,35773.59234,14027.96967,128.32
2025-01-22T06:00+01:00,37061.49113,15248.31973,156.92
2025-01-22T07:00+01:00,37585.58026,16342.94486,208.25
2025-01-22T08:00+01:00,38231.87612,18566.69424,238.6
2025-01-22T09:00+01:00,37456.47518,23682.26321,199.41
2025-01-22T10:00+01:00,36809.55318,28390.93817,179.06
2025-01-22T11:00+01:00,36563.87225,31236.98908,172.94
2025-01-22T12:00+01:00,35992.46539,31166.62659,165
2025-01-22T13:00+01:00,36416.59783,29252.09161,170
2025-01-22T14:00+01:00,36590.69044,26585.59964,179.92
2025-01-22T15:00+01:00,37060.35709,24622.70979,195.67
2025-01-22T16:00+01:00,37359.62591,24401.07633,199.04
2025-01-22T17:00+01:00,37420.07608,26375.14459,208.99
2025-01-22T18:00+01:00,37072.72251,27983.83885,180.43
2025-01-22T19:00+01:00,36448.09112,28012.84628,167.08
2025-01-22T20:00+01:00,34966.40306,28007.77924,134.49
2025-01-22T21:00+01:00,32249.72728,28065.00675,127.78
2025-01-22T22:00+01:00,29271.13197,27382.33194,128.09
2025-01-22T23:00+01:00,28021.64761,27259.30786,114.68
2025-01-23T00:00+01:00,26823.27293,27112.20787,113.7
2025-01-23T01:00+01:00,25704.59014,27414.052,108.88
2025-01-23T02:00+01:00,25298.64535,28466.95705,105.58
2025-01-23T03:00+01:00,24744.10263,29076.62626,100.01
2025-01-23T04:00+01:00,25155.95483,29528.85638,97.59
2025-01-23T05:00+01:00,25519.32434,31680.2537,100.01
2025-01-23T06:00+01:00,26970.55951,34151.49683,106.41
2025-01-23T07:00+01:00,28226.85818,37044.41761,136.6
2025-01-23T08:00+01:00,29302.97371,39347.77324,159.03
2025-01-23T09:00+01:00,29311.88409,41733.36004,155.42
2025-01-23T10:00+01:00,29423.65718,44190.46513,130.94
2025-01-23T11:00+01:00,28723.08102,45756.61112,116.1
2025-01-23T12:00+01:00,26958.05064,48128.45509,94.93
2025-01-23T13:00+01:00,26097.22156,48956.26697,88.56
2025-01-23T14:00+01:00,25858.81399,47181.05959,85.86
2025-01-23T15:00+01:00,26474.86246,43067.22014,89.8
2025-01-23T16:00+01:00,27549.85228,39758.14366,89.87
2025-01-23T17:00+01:00,28805.58755,39364.31747,106.75
2025-01-23T18:00+01:00,29811.70419,39729.67965,112
2025-01-23T19:00+01:00,29139.51147,40061.72356,101.87
2025-01-23T20:00+01:00,26424.15537,40573.57002,86.36
2025-01-23T21:00+01:00,22851.72763,40816.76603,74.28
2025-01-23T22:00+01:00,21717.48652,40002.26421,75.68
2025-01-23T23:00+01:00,19643.97774,39730.15229,58.23
2025-01-24T00:00+01:00,17412.12235,39289.87784,69.03
2025-01-24T01:00+01:00,15884.97626,39735.81023,58.16
2025-01-24T02:00+01:00,15330.49298,40261.46893,45.05
2025-01-24T03:00+01:00,15387.67685,39566.10541,40.6
2025-01-24T04:00+01:00,15605.37299,38714.64306,50.17
2025-01-24T05:00+01:00,16168.34371,38391.36034,73.2
2025-01-24T06:00+01:00,18504.33512,40078.42947,85.44
2025-01-24T07:00+01:00,20537.34119,40830.59492,109.16
2025-01-24T08:00+01:00,21232.94139,43282.85836,116.23
2025-01-24T09:00+01:00,20704.75284,47412.28916,96.34
2025-01-24T10:00+01:00,20034.68217,52391.85503,88.9
2025-01-24T11:00+01:00,19642.37667,55858.89692,78.44
2025-01-24T12:00+01:00,19089.02344,57023.65948,76.48
2025-01-24T13:00+01:00,18821.26387,56518.14484,74.69
2025-01-24T14:00+01:00,18356.16521,56216.62218,74.51
2025-01-24T15:00+01:00,19123.30628,53065.7661,74.51
2025-01-24T16:00+01:00,19464.40182,51151.78257,75.25
2025-01-24T17:00+01:00,20713.54103,50712.38338,83.02
2025-01-24T18:00+01:00,21589.10284,49960.86007,88.59
2025-01-24T19:00+01:00,21325.3775,48679.94004,91.78
2025-01-24T20:00+01:00,20519.85896,46345.10795,84.99
2025-01-24T21:00+01:00,19147.71809,43676.94825,80.79
2025-01-24T22:00+01:00,18405.09075,41594.46734,91.97
2025-01-24T23:00+01:00,17432.4602,39698.72065,86.29
2025-01-25T00:00+01:00,14887.99752,37590.92222,59.04
2025-01-25T01:00+01:00,13628.33621,36123.42422,64.96
2025-01-25T02:00+01:00,13078.79317,34583.79826,63.55
2025-01-25T03:00+01:00,12933.1154,32988.08933,67.17
2025-01-25T04:00+01:00,13548.12278,32775.17693,76.77
2025-01-25T05:00+01:00,13803.8361,33435.82798,76.89
2025-01-25T06:00+01:00,13725.46014,34893.07854,79.32
2025-01-25T07:00+01:00,13907.98788,36271.37387,76.89
2025-01-25T08:00+01:00,14655.4206,38824.13655,88.99
2025-01-25T09:00+01:00,15290.96062,41041.4648,87.31
2025-01-25T10:00+01:00,16050.52877,44606.14985,86.32
2025-01-25T11:00+01:00,16437.0751,47654.20358,88.15
2025-01-25T12:00+01:00,16410.11586,48589.94056,82.55
2025-01-25T13:00+01:00,16663.64151,46100.8335,81.98
2025-01-25T14:00+01:00,17589.34846,41802.24755,89
2025-01-25T15:00+01:00,19814.87632,33037.26618,111.07
2025-01-25T16:00+01:00,22759.52954,25978.10594,132.97
2025-01-25T17:00+01:00,24783.95436,22578.18744,145.85
2025-01-25T18:00+01:00,25700.81271,19615.14114,151
2025-01-25T19:00+01:00,26073.54857,17150.9616,147.53
2025-01-25T20:00+01:00,26187.55478,15955.96542,137.6
2025-01-25T21:00+01:00,25961.1995,15893.78967,134.61
2025-01-25T22:00+01:00,25117.77834,15130.98262,132.26
2025-01-25T23:00+01:00,23900.87935,14697.98638,122.03
2025-01-26T00:00+01:00,22843.83001,14459.17737,126.21
2025-01-26T01:00+01:00,21931.21369,15512.93083,115.79
2025-01-26T02:00+01:00,20782.68944,17027.32033,111.3
2025-01-26T03:00+01:00,20229.07148,17729.01565,106.85
2025-01-26T04:00+01:00,20513.77512,18450.72035,105.43
2025-01-26T05:00+01:00,20810.73561,19691.81323,107.86
2025-01-26T06:00+01:00,20327.40573,21600.66769,110.6
2025-01-26T07:00+01:00,19889.65951,23205.94361,117.62
2025-01-26T08:00+01:00,20411.15256,23281.44871,124.17
2025-01-26T09:00+01:00,20751.4362,24366.40052,121.97
2025-01-26T10:00+01:00,20134.65463,27865.01961,105.51
2025-01-26T11:00+01:00,18918.9419,31743.47818,102.57
2025-01-26T12:00+01:00,18149.04184,33310.49166,96.73
2025-01-26T13:00+01:00,17555.79315,33511.58967,90.02
2025-01-26T14:00+01:00,17935.88853,30856.15066,92.52
2025-01-26T15:00+01:00,19343.49037,25795.06685,111.63
2025-01-26T16:00+01:00,21268.69631,21602.35799,125.92
2025-01-26T17:00+01:00,21915.77771,21928.23801,132.77
2025-01-26T18:00+01:00,22064.03082,25969.39817,118.94
2025-01-26T19:00+01:00,21407.17757,29628.51661,90.32
2025-01-26T20:00+01:00,19761.8513,32446.37674,78.93
2025-01-26T21:00+01:00,15558.46176,35242.83544,68.26
2025-01-26T22:00+01:00,13978.47922,36215.8558,49.25
2025-01-26T23:00+01:00,13422.22768,37828.26087,23.89
2025-01-27T00:00+01:00,12856.57053,39326.85924,40.14
2025-01-27T01:00+01:00,12554.97721,40228.47003,35.26
2025-01-27T02:00+01:00,12241.09297,41285.04788,26.38
2025-01-27T03:00+01:00,12069.59422,42823.9743,14.07
2025-01-27T04:00+01:00,12342.86933,45009.18469,10.1
2025-01-27T05:00+01:00,13061.54681,47684.83814,21.52
2025-01-27T06:00+01:00,13448.08041,52222.35316,34.1
2025-01-27T07:00+01:00,15272.42051,52590.57449,56.99
2025-01-27T08:00+01:00,16513.40517,52660.46,71.76
2025-01-27T09:00+01:00,16822.94036,52177.39346,62.96
2025-01-27T10:00+01:00,17343.09559,54486.25001,45.57
2025-01-27T11:00+01:00,16569.58977,55915.80329,40.11
2025-01-27T12:00+01:00,16347.5009,54595.0383,35.66
2025-01-27T13:00+01:00,16436.36446,53184.24245,38.37
2025-01-27T14:00+01:00,16477.87145,48661.58891,53.95
2025-01-27T15:00+01:00,17693.10296,44869.64573,86.79
2025-01-27T16:00+01:00,19349.12112,40828.04837,102.46
2025-01-27T17:00+01:00,20438.21144,40381.33141,118.56
2025-01-27T18:00+01:00,20636.76377,40993.62302,118.67
2025-01-27T19:00+01:00,20028.73131,42193.23459,100.05
2025-01-27T20:00+01:00,19342.02746,42355.9216,94.07
2025-01-27T21:00+01:00,17091.6202,42019.05345,85.08
2025-01-27T22:00+01:00,15962.73085,41790.42739,82.26
2025-01-27T23:00+01:00,14913.99535,40432.52441,69.28
2025-01-28T00:00+01:00,14526.92305,38495.0203,76.92
2025-01-28T01:00+01:00,14587.6948,37777.90487,71.53
2025-01-28T02:00+01:00,14657.97216,36133.04222,57.33
2025-01-28T03:00+01:00,14639.65042,34643.62051,69.28
2025-01-28T04:00+01:00,15658.4465,33831.02884,76.92
2025-01-28T05:00+01:00,17725.84743,34124.85069,77.59
2025-01-28T06:00+01:00,21358.42332,36137.34401,98.22
2025-01-28T07:00+01:00,23365.81562,35604.62088,125.45
2025-01-28T08:00+01:00,24210.06766,34617.75953,147.5
2025-01-28T09:00+01:00,24004.02776,33596.39579,135.3
2025-01-28T10:00+01:00,23504.09389,34253.32759,120.53
2025-01-28T11:00+01:00,23917.66719,34524.81223,116.34
2025-01-28T12:00+01:00,25227.71582,33531.85181,114.75
2025-01-28T13:00+01:00,25592.04811,31698.83987,117.39
2025-01-28T14:00+01:00,26467.49305,29941.91556,121.33
2025-01-28T15:00+01:00,26919.15044,28276.46445,139.91
2025-01-28T16:00+01:00,27222.97453,27030.64353,147
2025-01-28T17:00+01:00,27446.78061,28243.25255,149.6
2025-01-28T18:00+01:00,27587.10604,31064.06074,134.94
2025-01-28T19:00+01:00,26404.50624,33510.30489,128.9
2025-01-28T20:00+01:00,23615.06799,35222.28167,94.76
2025-01-28T21:00+01:00,21903.68479,36292.06707,87.26
2025-01-28T22:00+01:00,20757.34201,35976.92371,79.8
2025-01-28T23:00+01:00,18607.30481,35785.4837,64.43
2025-01-29T00:00+01:00,16595.78506,36323.29343,87.72
2025-01-29T01:00+01:00,15817.49488,35929.95847,83.39
2025-01-29T02:00+01:00,15472.02053,35513.07161,78.16
2025-01-29T03:00+01:00,15239.00038,35791.0379,75.64
2025-01-29T04:00+01:00,15807.70523,36259.44713,79.01
2025-01-29T05:00+01:00,17377.68718,36377.65309,86.98
2025-01-29T06:00+01:00,19776.92211,37376.2234,93.14
2025-01-29T07:00+01:00,22464.10744,37451.06947,141.42
2025-01-29T08:00+01:00,23590.98797,38556.25717,142.54
2025-01-29T09:00+01:00,23412.06284,42868.88884,130.45
2025-01-29T10:00+01:00,21430.63785,48781.38215,105.05
2025-01-29T11:00+01:00,18919.63026,53489.86728,89.25
2025-01-29T12:00+01:00,17521.40997,57079.88028,85
2025-01-29T13:00+01:00,17780.0025,58298.92475,85.53
2025-01-29T14:00+01:00,18777.49795,56077.31768,87.67
2025-01-29T15:00+01:00,21838.72895,49978.40274,102.75
2025-01-29T16:00+01:00,25975.22495,40652.77583,132.66
2025-01-29T17:00+01:00,27221.27917,36475.32038,149.57
2025-01-29T18:00+01:00,27355.49346,35300.23461,150.09
2025-01-29T19:00+01:00,27714.61779,34670.17428,146.3
2025-01-29T20:00+01:00,27134.34297,34644.33742,131.95
2025-01-29T21:00+01:00,25810.0413,33888.05146,119.65
2025-01-29T22:00+01:00,25012.70016,31804.97608,111.99
2025-01-29T23:00+01:00,24022.08631,30902.57216,99.33
2025-01-30T00:00+01:00,23000.05767,30826.92854,92.41
2025-01-30T01:00+01:00,22642.25045,29984.65651,92.43
2025-01-30T02:00+01:00,22414.64253,28973.25331,93.33
2025-01-30T03:00+01:00,23065.68792,27795.81658,92.95
2025-01-30T04:00+01:00,23894.5376,26065.15008,92.43
2025-01-30T05:00+01:00,25411.37107,24211.23713,108.65
2025-01-30T06:00+01:00,28330.94568,22943.62509,139.83
2025-01-30T07:00+01:00,30851.29393,22395.98768,152.64
2025-01-30T08:00+01:00,31504.8283,22467.19895,160.3
2025-01-30T09:00+01:00,31490.6714,24738.44804,151.51
2025-01-30T10:00+01:00,30683.05469,26709.27835,135.09
2025-01-30T11:00+01:00,29728.95127,28968.76566,123.25
2025-01-30T12:00+01:00,29151.99855,29180.04327,115.89
2025-01-30T13:00+01:00,29837.50469,27417.50452,113.3
2025-01-30T14:00+01:00,30588.37797,24844.59863,129.41
2025-01-30T15:00+01:00,31679.11213,21418.19016,153.22
2025-01-30T16:00+01:00,32340.9138,17909.60318,160.87
2025-01-30T17:00+01:00,32719.25849,17563.71606,180.36
2025-01-30T18:00+01:00,32699.56729,19508.28489,176.58
2025-01-30T19:00+01:00,32528.66465,21976.51087,161.28
2025-01-30T20:00+01:00,32091.71795,24006.24562,150.2
2025-01-30T21:00+01:00,30343.46019,24709.02127,134.17
2025-01-30T22:00+01:00,27585.92329,26069.8209,126.46
2025-01-30T23:00+01:00,25321.2639,25507.74953,120.2
2025-01-31T00:00+01:00,24746.03028,25689.06257,120
2025-01-31T01:00+01:00,24159.05612,26429.99572,117.08
2025-01-31T02:00+01:00,24018.20501,27493.26463,113.89
2025-01-31T03:00+01:00,24072.96128,27721.34302,113.12
2025-01-31T04:00+01:00,24597.41192,27691.33319,115.98
2025-01-31T05:00+01:00,25771.21576,27755.54866,120.74
2025-01-31T06:00+01:00,28510.08129,28652.72994,131.87
2025-01-31T07:00+01:00,31202.04342,28391.09682,157.97
2025-01-31T08:00+01:00,32617.48318,28688.76523,163.7
2025-01-31T09:00+01:00,32920.53271,31974.7786,154.82
2025-01-31T10:00+01:00,31152.22753,35539.86276,130.1
2025-01-31T11:00+01:00,30200.5632,37963.14365,126.2
2025-01-31T12:00+01:00,28728.19371,38900.96516,120.06
2025-01-31T13:00+01:00,27750.50416,36794.12377,121.19
2025-01-31T14:00+01:00,29944.21826,31487.22368,119.76
2025-01-31T15:00+01:00,32313.27679,24919.74655,149.87
2025-01-31T16:00+01:00,34268.72771,18520.1337,168.26
2025-01-31T17:00+01:00,34555.61107,16025.82269,185.26
2025-01-31T18:00+01:00,35068.25833,15852.9318,184.48
2025-01-31T19:00+01:00,34768.30527,15999.96967,178.99
2025-01-31T20:00+01:00,34466.63051,15729.52968,162.66
2025-01-31T21:00+01:00,33503.40469,15324.05881,152.7
2025-01-31T22:00+01:00,31764.27175,14626.70782,144.31
2025-01-31T23:00+01:00,29906.05546,14308.06058,131.41
2025-02-01T00:00+01:00,28936.11929,14404.71371,136.93
2025-02-01T01:00+01:00,27974.68877,14080.11361,129.42
2025-02-01T02:00+01:00,27366.1696,13510.77998,124.24
2025-02-01T03:00+01:00,27106.55773,12946.86746,119.12
2025-02-01T04:00+01:00,27007.55805,12772.55494,118.86
2025-02-01T05:00+01:00,27224.30227,12315.23166,120.54
2025-02-01T06:00+01:00,27902.37363,11983.56677,127.1
2025-02-01T07:00+01:00,28514.21208,11953.00585,144.74
2025-02-01T08:00+01:00,28513.67535,14228.33829,153.46
2025-02-01T09:00+01:00,28358.81943,20721.23519,142.44
2025-02-01T10:00+01:00,27558.05006,26388.82514,128.4
2025-02-01T11:00+01:00,26621.95742,30505.98736,120.08
2025-02-01T12:00+01:00,26092.68271,32128.79019,110.29
2025-02-01T13:00+01:00,25673.35168,30602.9178,103.4
2025-02-01T14:00+01:00,26290.1621,26091.57576,113.7
2025-02-01T15:00+01:00,28671.38917,18993.2164,129.49
2025-02-01T16:00+01:00,30953.4621,12029.93113,154.43
2025-02-01T17:00+01:00,31737.17773,9899.770515,168.27
2025-02-01T18:00+01:00,31864.39796,10584.61166,167.51
2025-02-01T19:00+01:00,31721.76085,10967.19953,162.98
2025-02-01T20:00+01:00,31636.41152,11236.83427,156.6
2025-02-01T21:00+01:00,30765.58206,11239.54192,145.24
2025-02-01T22:00+01:00,30668.10219,11205.23475,141.73
2025-02-01T23:00+01:00,29659.83402,11294.1834,131.74
2025-02-02T00:00+01:00,28097.68064,11321.51167,133.26
2025-02-02T01:00+01:00,26585.63095,10847.31183,126.91
2025-02-02T02:00+01:00,26142.69343,10632.77778,122.99
2025-02-02T03:00+01:00,25944.082,10407.30609,120.66
2025-02-02T04:00+01:00,26029.49864,10148.91298,122.34
2025-02-02T05:00+01:00,26325.34533,9659.463174,123.41
2025-02-02T06:00+01:00,26596.33209,9464.589034,128.09
2025-02-02T07:00+01:00,27227.4617,9556.516982,135.9
2025-02-02T08:00+01:00,27338.00478,12142.63889,137.3
2025-02-02T09:00+01:00,27228.36072,18990.02508,137.7
2025-02-02T10:00+01:00,26636.10438,25285.90872,130.04
2025-02-02T11:00+01:00,26055.62587,29754.45257,129.33
2025-02-02T12:00+01:00,25110.02867,31315.67158,122.24
2025-02-02T13:00+01:00,24757.05161,30013.41137,111.88
2025-02-02T14:00+01:00,25261.52025,25574.26956,116.42
2025-02-02T15:00+01:00,27653.93419,18311.37597,127.97
2025-02-02T16:00+01:00,30642.36167,10754.08618,151.21
2025-02-02T17:00+01:00,31428.22048,8462.601973,164.03
2025-02-02T18:00+01:00,31907.84715,9224.196533,172.49
2025-02-02T19:00+01:00,31958.40531,9653.873646,173.95
2025-02-02T20:00+01:00,31960.01934,9505.945953,165.5
2025-02-02T21:00+01:00,30984.95882,9408.306022,155.77
2025-02-02T22:00+01:00,29949.8018,9052.984783,148.44
2025-02-02T23:00+01:00,28868.48395,8806.916129,133.24
2025-02-03T00:00+01:00,28014.90718,9117.259133,129.54
2025-02-03T01:00+01:00,28116.81658,9166.719223,126.63
2025-02-03T02:00+01:00,27941.95442,9084.078603,124.72
2025-02-03T03:00+01:00,27696.66381,9055.387489,120.04
2025-02-03T04:00+01:00,28436.0468,9213.511528,123.24
2025-02-03T05:00+01:00,30713.04571,8910.74696,127.77
2025-02-03T06:00+01:00,34596.94825,8734.733665,159.18
2025-02-03T07:00+01:00,36421.9512,8593.917792,207.88
2025-02-03T08:00+01:00,36863.79558,10899.44287,243.23
2025-02-03T09:00+01:00,36560.25505,16719.79585,178.04
2025-02-03T10:00+01:00,34615.57751,22834.9048,149.95
2025-02-03T11:00+01:00,33051.07085,27053.04873,126.05
2025-02-03T12:00+01:00,31957.12707,28665.54736,117.27
2025-02-03T13:00+01:00,31430.3078,28273.71687,115.29
2025-02-03T14:00+01:00,32253.35783,24888.68829,124.18
2025-02-03T15:00+01:00,33934.85359,18637.02565,145.86
2025-02-03T16:00+01:00,35465.57312,12390.6851,170.71
2025-02-03T17:00+01:00,36998.27043,10799.09861,216
2025-02-03T18:00+01:00,37293.23063,11895.89699,200.73
2025-02-03T19:00+01:00,37059.53899,13436.12853,201.1
2025-02-03T20:00+01:00,35733.84883,14116.82076,167.74
2025-02-03T21:00+01:00,34952.12282,14723.19709,153
2025-02-03T22:00+01:00,33920.42882,15030.47308,144.23
2025-02-03T23:00+01:00,31957.37748,15206.79976,135.81
2025-02-04T00:00+01:00,30231.04036,15089.73231,132.4
2025-02-04T01:00+01:00,29821.57527,15064.82128,125.54
2025-02-04T02:00+01:00,29805.66875,15305.86573,123.18
2025-02-04T03:00+01:00,29691.61307,15070.68374,123.99
2025-02-04T04:00+01:00,30062.5997,15132.44722,123.25
2025-02-04T05:00+01:00,31407.97694,15223.77947,127.63
2025-02-04T06:00+01:00,34755.33113,16366.08202,155.42
2025-02-04T07:00+01:00,35732.65791,17653.44892,192.24
2025-02-04T08:00+01:00,35924.31713,20025.3885,211.99
2025-02-04T09:00+01:00,35143.04433,24383.17032,163.31
2025-02-04T10:00+01:00,33502.61824,28791.9478,136.53
2025-02-04T11:00+01:00,31385.40807,32136.69396,126.57
2025-02-04T12:00+01:00,30797.75366,34145.54625,116.89
2025-02-04T13:00+01:00,31641.52297,34296.14493,113.17
2025-02-04T14:00+01:00,32238.36822,31974.99811,120.09
2025-02-04T15:00+01:00,33514.69564,26960.63993,127.47
2025-02-04T16:00+01:00,34579.66593,21205.55615,164.81
2025-02-04T17:00+01:00,34964.78651,19935.1924,168.99
2025-02-04T18:00+01:00,35133.45561,21884.20487,175
2025-02-04T19:00+01:00,35097.2393,23109.18399,162.04
2025-02-04T20:00+01:00,34942.03883,23532.17637,145.01
2025-02-04T21:00+01:00,32937.12486,24390.91823,132.43
2025-02-04T22:00+01:00,30930.6914,24447.78518,129.42
2025-02-04T23:00+01:00,28613.97772,25249.88304,120.62
2025-02-05T00:00+01:00,28794.42222,26284.08685,113.34
2025-02-05T01:00+01:00,29146.64484,26416.49991,109.67
2025-02-05T02:00+01:00,28905.97827,27141.67541,109.4
2025-02-05T03:00+01:00,28618.51721,27708.75893,108.18
2025-02-05T04:00+01:00,29275.73741,27350.29403,115.17
2025-02-05T05:00+01:00,30595.80015,26210.79199,122.42
2025-02-05T06:00+01:00,33598.34779,25910.28541,139.81
2025-02-05T07:00+01:00,35434.62247,24987.34705,165.32
2025-02-05T08:00+01:00,35967.11551,24633.26528,180.81
2025-02-05T09:00+01:00,35431.39825,26121.10743,159.33
2025-02-05T10:00+01:00,33732.45519,27286.29358,132.19
2025-02-05T11:00+01:00,33670.21804,28823.0807,119.96
2025-02-05T12:00+01:00,33183.01048,30520.19407,115.46
2025-02-05T13:00+01:00,32782.66116,30535.75887,118.8
2025-02-05T14:00+01:00,33484.93501,27738.73592,128.85
2025-02-05T15:00+01:00,35264.19057,22784.20934,144.12
2025-02-05T16:00+01:00,36701.32728,17323.89532,160.58
2025-02-05T17:00+01:00,37825.54456,15093.15985,177.19
2025-02-05T18:00+01:00,38655.69031,14561.37694,189.9
2025-02-05T19:00+01:00,38546.8647,14206.07841,189.63
2025-02-05T20:00+01:00,36627.4378,13859.59544,170
2025-02-05T21:00+01:00,36093.55436,13431.71251,155.42
2025-02-05T22:00+01:00,35873.56298,13232.55007,143.7
2025-02-05T23:00+01:00,34219.62764,12744.21983,133.21
2025-02-06T00:00+01:00,33114.20536,12058.31755,133.67
2025-02-06T01:00+01:00,32567.3405,11591.27802,129.57
2025-02-06T02:00+01:00,32052.21567,10724.54069,125.87
2025-02-06T03:00+01:00,32239.8963,10267.74793,125
2025-02-06T04:00+01:00,33013.6221,10030.71051,125.01
2025-02-06T05:00+01:00,34691.46985,10312.96376,135.28
2025-02-06T06:00+01:00,36534.81776,10572.76334,156.12
2025-02-06T07:00+01:00,37439.43225,11148.23392,180.09
2025-02-06T08:00+01:00,37745.81971,12246.0884,219.42
2025-02-06T09:00+01:00,37602.33431,14032.23556,178.99
2025-02-06T10:00+01:00,37560.59346,15893.28945,160.14
2025-02-06T11:00+01:00,37454.08853,17306.43479,152.56
2025-02-06T12:00+01:00,37240.74335,18685.78715,147.89
2025-02-06T13:00+01:00,37134.93468,19105.02077,145.48
2025-02-06T14:00+01:00,37147.29972,19157.17708,137.79
2025-02-06T15:00+01:00,37239.92918,17928.89724,150.8
2025-02-06T16:00+01:00,37556.06935,17468.32305,164.89
2025-02-06T17:00+01:00,37756.35458,19694.04954,171.59
2025-02-06T18:00+01:00,37515.26979,22834.82328,170.48
2025-02-06T19:00+01:00,37487.15845,24954.76176,162.95
2025-02-06T20:00+01:00,36693.97753,25897.99851,141.33
2025-02-06T21:00+01:00,33362.83325,27000.71652,131.26
2025-02-06T22:00+01:00,31131.87836,28076.7556,134
2025-02-06T23:00+01:00,29055.92191,30092.55151,121.95
